"RIS Name","Description","Database","Report","FRB Number","Call Names"
"LNRERFM2","RE 1-4 FAM-FIRST LIEN-CAVG2","CDI","RC-C","",""
"LNRERFM5","RE 1-4 FAM-FIRST LIEN-CAVG5","CDI","RC-C","",""
"LNRERS","RE RESIDENTIAL LOANS","CDI","RC-C","",""
"LRECONS","RE CONSTRUCT LN - LOSS SHARE","CDI","RC-BAL","",""
"LRENRES","RE NONFARM NONRES LN - LOSS SH","CDI","RC-BAL","",""
"LRERES","RE 1-4 FAMILY LNS - LOSS SHARE","CDI","RC-BAL","",""
"LS2","LEASES-CAVG2","CDI","RC-C","",""
"LS5","LEASES-CAVG5","CDI","RC-C","",""
"MTGLS2","MORTGAGE INDEBTEDNESS-CAVG2","CDI","RC-BAL","",""
"MTGLS5","MORTGAGE INDEBTEDNESS-CAVG5","CDI","RC-BAL","",""
"NALCON","NONACCRUAL CONSUMER LN -LOSS SH","CDI","RC-N","",""
"NALRECON","NONACCRUAL CONSTR LN -LOSS SH","CDI","RC-N","",""
"NALRENRS","NONACCRUAL NFNR LN - LOSS SH","CDI","RC-N","",""
"NALRERES","NONACCRUAL 1-4 FM LN-LOSS SH","CDI","RC-N","",""
"NALTOT","TOTAL NONACCR LOANS - LOSS SH","CDI","RC-N","",""
"NARSCON","NONAC LN MODS TO BRWRS EXP FIN DFCLTY - CONSUMER","CDI","RC-N","",""
"NARSCONS","NONAC LN MODS TO BRWRS EXP FIN DFCLTY - CONST","CDI","RC-N","",""
"NARSLNLT","NONAC LN MODS TO BRWRS EXP FIN DFCLTY - TOTAL","CDI","RC-N","",""
"NARSNRES","NONAC LN MODS TO BRWRS EXP FIN DFCLTY - NFNR LN","CDI","RC-N","",""
"NCAGTEST","NONCURRENT AG LOAN TEST","CDI","RC-C","",""
"NCAUTO","N/C AUTO LOANS","CDI","RC-N","",""
"NCLAG","N/C AG LOANS - LOSS SHARE","CDI","RC-N","",""
"NCLAGSM","N/C AG LOAN - SM BK - LOSS SH","CDI","RC-N","",""
"NCLAUTO","N/C AUTO LOANS - LOSS SHARE","CDI","RC-N","",""
"NCLCI","N/C C&I LOANS - LOSS SH","CDI","RC-N","",""
"NCLCON","N/C CONSUMER LN -LOSS SHARE","CDI","RC-N","",""
"NCLCONOT","N/C ALL OTHER CONSUMER -LOSS SH","CDI","RC-N","",""
"NCLCRCD","N/C CREDIT CARD LN - LOSS SH","CDI","RC-N","",""
"NCLDEP","N/C DEP INST LN - LOSS SHARE","CDI","RC-N","",""
"NCLFG","N/C FOREIGN GOVT - LOSS SHARE","CDI","RC-N","",""
"NCLGTY","N/C LN PROTECT (GTY) - LOSS SH","CDI","RC-N","",""
"NCLLS","N/C LEASES - LOSS SHARE","CDI","RC-N","",""
"NCLNFV","NONCURRENT LN - FAIR VALUE","CDI","RC-N","",""
"NCLNUP","NONCURRENT LN FV - UNPAID PRIN","CDI","RC-N","",""
"NCLOT","N/C OTHER LOANS - LOSS SHARE","CDI","RC-N","",""
"NCLOTH","N/C ALL OTHER LNS - LOSS SHARE","CDI","RC-N","",""
"NCLREAG","N/C RE FARMLAND - LOSS SH","CDI","RC-N","",""
"NCLRECNF","N/C 1-4 FM CONSTR LN -LOSS SH","CDI","RC-N","",""
"NCLRECNO","N/C OTHER CONSTRUCT LN -LOSS SH","CDI","RC-N","",""
"NCLRECON","N/C CONSTRUCTION LN -LOSS SHARE","CDI","RC-N","",""
"NCLREFM1","N/C 1-4 FAMILY FIRST LN-LOSS SH","CDI","RC-N","",""
"NCLREFM2","N/C 1-4 FAMILY  JR LN - LOSS SH","CDI","RC-N","",""
"NCLREFOR","N/C RE FOREIGN - LOSS SHARE","CDI","RC-N","",""
"NCLRELOC","N/C 1-4 FAMILY LINES - LOSS SH","CDI","RC-N","",""
"NCLREMUL","N/C RE MULTIFAMILY LN - LOSS SH","CDI","RC-N","",""
"NCLRENRO","N/C OTHER NFNR LN - LOSS SHARE","CDI","RC-N","",""
"NCLRENRS","N/C NONFARM NONRES LN - LOSS SH","CDI","RC-N","",""
"NCLRENRW","N/C OWN-OCC NFNR - LOSS SHARE","CDI","RC-N","",""
"NCLRERES","N/C 1-4 FAMILY LN - LOSS SHARE","CDI","RC-N","",""
"NCLSCON","NONCURRENT CONSUMER LEASES","CDI","RC-N","",""
"NCLSOTH","NONCURRENT ALL OTHER LEASES","CDI","RC-N","",""
"NCLTOT","N/C TOTAL LOANS - LOSS SHARE","CDI","RC-N","",""
"NCORE","NONPERFORMING RE LNS & ORE","CDI","RC-N","",""
"NCRECNFM","N/C 1-4 FAMILY CONSTRUCTION LOAN","CDI","RC-N","",""
"NCRECNOT","N/C OTHER CONSTRUCT & LAND DEV","CDI","RC-N","",""
"NCRENROT","N/C OTHER NONFARM NONRES RE LN","CDI","RC-N","",""
"NCRENROW","N/C OWN-OCCUPIED NONFARM NONRES","CDI","RC-N","",""
"NCRSAG","N/C LN MODS TO BRWRS EXP FIN DFCLTY - AG LN","CDI","RC-N","",""
"NCRSAGSM","N/C LN MODS TO BRWRS EXP FIN DFCLTY - AG LN SM BK","CDI","RC-N","",""
"NCRSAUTO","N/C LN MODS TO BRWRS EXP FIN DFCLTY - AUTO","CDI","RC-N","",""
"NCRSCI","N/C LN MODS TO BRWRS EXP FIN DFCLTY - C&I","CDI","RC-N","",""
"NCRSCINU","N/C LN MODS TO BRWRS EXP FIN DFCLTY - C&I NON-US","CDI","RC-N","",""
"NCRSCIUS","N/C LN MODS TO BRWRS EXP FIN DFCLTY - C&I US","CDI","RC-N","",""
"NCRSCNFM","N/C LN MODS BRWRS EXP FIN DFCLTY - 1-4 FAM CONST","CDI","RC-N","",""
"NCRSCNOT","N/C LN MODS BRWRS EXP FIN DFCLTY - OTH CONST & LND","CDI","RC-N","",""
"NCRSCON","N/C LN MODS TO BRWRS EXP FIN DFCLTY - CONSUMER","CDI","RC-N","",""
"NCRSCONO","N/C LN MODS TO BRWRS EXP FIN DFCLTY - OTH CONSUMER","CDI","RC-N","",""
"NCRSCONS","N/C LN MODS TO BRWRS EXP FIN DFCLTY - CONST","CDI","RC-N","",""
"NCRSCRCD","N/C LN MODS TO BRWRS EXP FIN DFCLTY  - CREDIT CARD","CDI","RC-N","",""
"NCRSDEP","N/C RESTRUCTURED DEP INST","CDI","RC-N","",""
"NCRSFG","N/C RESTRUCTURED FGN GOVT","CDI","RC-N","",""
"NCRSLNFM","N/C LN MODS TO BRWRS EXP FIN DFCLTY - 1-4 FAM","CDI","RC-N","",""
"NCRSLNLT","N/C LN MODS TO BRWRS EXP FIN DFCLTY - TOTAL","CDI","RC-N","",""
"NCRSMULT","N/C LN MODS TO BRWRS EXP FIN DFCLTY - MULTI-FAM","CDI","RC-N","",""
"NCRSNRES","N/C LN MODS TO BRWRS EXP FIN DFCLTY - NFNR LN","CDI","RC-N","",""
"NCRSNROT","N/C LN MODS TO BRWRS EXP FIN DFCLTY - OTHER NFNR","CDI","RC-N","",""
"NCRSNROW","N/C LN MODS TO BRWRS EXP FIN DFCLTY - NFNR OWN-OCC","CDI","RC-N","",""
"NCRSOT","N/C RESTRUCTURED OTHER LN","CDI","RC-N","",""
"NCRSOTH","N/C LN MODS TO BRWRS EXP FIN DFCLTY - ALL OTHER LN","CDI","RC-N","",""
"NCRSREAG","N/C LN MODS TO BRWRS EXP FIN DFCLTY - RE FARM","CDI","RC-N","",""
"NCRSREFN","N/C RESTRUCTURED RE FOREIGN","CDI","RC-N","",""
"NETIBXQA","NET INC BEF TAXES-BANK-QTR-ANN","CDI","RI-INC","",""
"NETIMINA","NET INC - ATTRIB MINOR INT- ANN","CDI","RI-INC","",""
"NETIMINQ","NET INC - ATTRIB MINOR INT- QTR","CDI","RI-INC","",""
"NETINBMA","NET INC - BANK & MINOR INT- ANN","CDI","RI-INC","",""
"NETINBMQ","NET INC - BANK & MINOR INT- QTR","CDI","RI-INC","",""
"NETINBXA","NET INC BEF TAXES- BANK- ANN","CDI","RI-INC","",""
"NETINCA","NET INCOME- BANK- ANN","CDI","RI-INC","",""
"NETINCCP","NET INCOME - BANK - CP","CDI","RI-INC","",""
"NETINCFQ","NET INCOME-FOR-QTR","CDI","RI-INC","",""
"NETINCPP","NET INCOME - BANK - PP","CDI","RI-INC","",""
"NETINCQ","NET INCOME - BANK - QTR","CDI","RI-INC","",""
"NETINCQA","NET INCOME- BANK- QTR- ANN","CDI","RI-INC","",""
"NETINFOQ","NET INCOME-FGN OFF-QTR","CDI","RI-INC","",""
"NETINQCP","NET INCOME- BANK- QTR- CP","CDI","RI-INC","",""
"NETINQPP","NET INCOME- BANK- QTR-PP","CDI","RI-INC","",""
"NETNIXA","NET NONINTEREST EXPENSE-ANN","CDI","RI-INC","",""
"NETNIXQ","NET NONINTEREST EXPENSE-QTR","CDI","RI-INC","",""
"NETNIXQA","NET NONINTEREST EXP-QTR-ANN","CDI","RI-INC","",""
"NIMA","NET INTEREST INCOME-ANN","CDI","RI-INC","",""
"NIMCP","NET INTEREST INCOME-CP","CDI","RI-INC","",""
"NIMFO","NET INTEREST INCOME - FGN OFF","CDI","RI-INC","",""
"NIMPP","NET INTEREST INCOME-PP","CDI","RI-INC","",""
"NIMQ","NET INTEREST INCOME-QTR","CDI","RI-INC","",""
"NIMQA","NET INTEREST INCOME-QTR-ANN","CDI","RI-INC","",""
"NIMQCP","NET INTEREST INCOME-QTR-CP","CDI","RI-INC","",""
"NIMQPP","NET INTEREST INCOME-QTR-PP","CDI","RI-INC","",""
"NOI","NET OPERATING INCOME","CDI","RI-INC","",""
"NOIA","NET OPERATING INCOME-ANN","CDI","RI-INC","",""
"NOIJ","NET OPERATING INCOME-ADJ","CDI","RI-INC","",""
"NOIJA","NET OPERATING INCOME-ADJ-ANN","CDI","RI-INC","",""
"NOIJQ","NET OPERATING INCOME-ADJ-QTR","CDI","RI-INC","",""
"NOIJQA","NET OPERATING INCOME-ADJ-QTR-ANN","CDI","RI-INC","",""
"NOIPREX","NET OPER INC BEFORE DISC OPR","CDI","RI-INC","",""
"NOIPREXA","NET OPER INC BEFOR DISC OPR-ANN","CDI","RI-INC","",""
"NOIPREXQ","NET OPER INC BEFOR DISC OPR-QTR","CDI","RI-INC","",""
"NOIQ","NET OPERATING INCOME-QTR","CDI","RI-INC","",""
"NOIQA","NET OPERATING INCOME-QTR-ANN","CDI","RI-INC","",""
"NONIIA","TOTAL NONINTEREST INCOME-ANN","CDI","RI-INC","",""
"NONIIFO","NONINTEREST INCOME - FGN OFF","CDI","RI-INC","",""
"NONIIOA","ALL OTHER NONINT INC-QBP-ANN","CDI","RI-INC","",""
"NONIIOQ","ALL OTHER NONINT INC-QBP-QTR","CDI","RI-INC","",""
"NONIIQ","TOTAL NONINTEREST INCOME-QTR","CDI","RI-INC","",""
"NONIIQA","TOTAL NONINTEREST INCOME-QTR-ANN","CDI","RI-INC","",""
"NONIXA","TOTAL NONINTEREST EXPENSE-ANN","CDI","RI-INC","",""
"NONIXQ","TOTAL NONINTEREST EXPENSE-QTR","CDI","RI-INC","",""
"NONIXQA","TOTAL NONINTEREST EXP-QTR-ANN","CDI","RI-INC","",""
"NPERF","NONPERFORMING ASSETS","CDI","RC-N","",""
"NPERFCP","NONPERFORMING ASSETS-CP","CDI","RC-N","",""
"NPERFPP","NONPERFORMING ASSETS-PP","CDI","RC-N","",""
"NTAGA","AGRICULTURAL LN NET-CHG-ANN","CDI","RI-B","",""
"NTAGQ","AG LOAN NET CHARGE-OFFS-QTR","CDI","RI-B","",""
"NTAGQA","AG LOAN NET CHARGE-OFFS-QTR-ANN","CDI","RI-B","",""
"NTAGSMA","AG LN NET CHARGE-OFFS ANN*SM BKS","CDI","RI-B","",""
"NTAGSMQ","AG LOAN NET-CHG-QTR*SMALL BKS","CDI","RI-B","",""
"NTAGSMQA","AG LOAN NET-CHG-QTR-ANN*SMALL BK","CDI","RI-B","",""
"NTAUTO","AUTO LOANS - NET CHARGE-OFFS","CDI","RI-B","",""
"NTAUTOA","AUTO LNS - NET CHG-OFFS - ANN","CDI","RI-B","",""
"NTAUTOQ","AUTO LNS - NET CHG-OFFS - QTR","CDI","RI-B","",""
"NTAUTOQA","AUTO LN - NET CHG-OFF- QTR- ANN","CDI","RI-B","",""
"NTCIA","COMMERCIAL LOAN NET-CHG-ANN","CDI","RI-B","",""
"NTCINUSQ","NON-U.S. COM LN NET CHG-OFF-QTR","CDI","RI-B","",""
"NTCIQ","COMMERCIAL LOAN NET-CHG-QTR","CDI","RI-B","",""
"NTCIQA","COMMERCIAL LOAN NET-CHG-QTR-ANN","CDI","RI-B","",""
"NTCOMREA","COMMERCIAL RE LN NET-CHG-ANN","CDI","RI-B","",""
"NTCOMREQ","COMMERCIAL RE LN NET-CHG-QTR","CDI","RI-B","",""
"NTCOMRQA","COMML RE NET-CHARGE-OFF-QTR-ANN","CDI","RI-B","",""
"NTCONA","CONSUMER LOAN NET-CHG-ANN","CDI","RI-B","",""
"NTCONOTA","OTHER CONSUMER LOAN NET-CHG-ANN","CDI","RI-B","",""
"NTCONOTQ","OTHER CONSUMER LN NET-CHG-QTR","CDI","RI-B","",""
"NTCONQ","CONSUMER LOAN NET-CHG-QTR","CDI","RI-B","",""
"NTCONQA","CONSUMER LN NET-CHG-QTR-ANN","CDI","RI-B","",""
"NTCONTQA","OTH CONSUMER LN NET-CHG-QTR-ANN","CDI","RI-B","",""
"NTCRCDA","CREDIT CARD LOAN NET-CHG-ANN","CDI","RI-B","",""
"NTCRCDQ","CREDIT CARD LN NET-CHG-QTR","CDI","RI-B","",""
"NTCRCDQA","CREDIT CARD LN NET-CHG-QTR-ANN","CDI","RI-B","",""
"NTDEPNUQ","FGN DEP INST LN NET CHG-OFF-QTR","CDI","RI-B","",""
"NTDEPQ","DEPOSITORY INST LOAN NET-CHG-QTR","CDI","RI-B","",""
"NTDEPQA","DEP INST LOAN NET-CHG-QTR-ANN","CDI","RI-B","",""
"NTFORGQA","FOREIGN GOVT LN NET-CHG-QTR-ANN","CDI","RI-B","",""
"NTFORGVQ","FOREIGN GOV LN NET-CHG-QTR","CDI","RI-B","",""
"NTGLAST","NET G/L ON OTHER ASSETS","CDI","RI-INC","",""
"NTGLFXAA","NET G/L ON SALES OF OTH ASST","CDI","RI-INC","",""
"NTGLFXAQ","NET G/L SALES OF OTHER ASST","CDI","RI-INC","",""
"NTGLLN","NET G/L ON LOAN SALES","CDI","RI-INC","",""
"NTGLLNA","NET G/L ON SALES OF LOANS-ANN","CDI","RI-INC","",""
"NTGLLNQ","NET G/L ON SALES OF LOANS-QTR","CDI","RI-INC","",""
"NTGLRE","NET G/L ON ORE","CDI","RI-INC","",""
"NTGLREA","NET G/L ON ORE OWNED-ANN","CDI","RI-INC","",""
"NTGLREQ","NET G/L ON ORE OWNED-QTR","CDI","RI-INC","",""
"NTINCHPP","NET INCOME-BK-HIGHER-PP, COUNT","CDI","RI-INC","",""
"NTINCHQ","NET INCOME-BK-HIGHER-QTR, COUNT","CDI","RI-INC","",""
"NTINCL","NET INCOME-BANK- LOSERS, COUNT","CDI","RI-INC","",""
"NTINCLPP","NET INCOME-BK-LOSERS-PP, COUNT","CDI","RI-INC","",""
"NTINCLQ","NET INCOME-BK-LOSER-QTR, COUNT","CDI","RI-INC","",""
"NTINQHPP","NET INC BK-QTR-HIGHER-PP, COUNT","CDI","RI-INC","",""
"NTIRT","RETAINED EARNINGS - BANK","CDI","RI-A","",""
"NTIRTA","RETAINED EARNINGS- BANK- ANN","CDI","RI-A","",""
"NTIRTQ","RETAINED EARNINGS- BANK- QTR","CDI","RI-A","",""
"NTLNLQCP","TOTAL LN&LS NET-CHG-QTR-CP","CDI","RI-B","",""
"NTLNLQPP","TOTAL LN&LS NET-CHG-QTR-PP","CDI","RI-B","",""
"NTLNLSA","TOTAL LN&LS NET-CHG-ANN","CDI","RI-B","",""
"NTLNLSCP","TOTAL LN&LS NET-CHG-CP","CDI","RI-B","",""
"NTLNLSPP","TOTAL LN&LS NET-CHG-PP","CDI","RI-B","",""
"NTLNLSPY","TOTAL LN&LS NET-CHG-PRIOR-YR END","CDI","RI-B","",""
"NTLNLSQ","LN&LS NET-CHARGE-OFFS-QTR","CDI","RI-B","",""
"NTLNLSQA","TOTAL LN&LS NET-CHG-QTR-ANN","CDI","RI-B","",""
"NTLOSFAQ","NET LOSSES ON SALE OF FX AST-QTR","CDI","RI-INC","",""
"NTLOSLNQ","NET LOSSES ON SALE OF LOANS-QTR","CDI","RI-INC","",""
"NTLOSREQ","NET LOSSES ON OTHER RE OWNED-QTR","CDI","RI-INC","",""
"NTLSA","LEASE NET-CHG-ANN","CDI","RI-B","",""
"NTLSCON","CONSUMER LEASE NET CHG-OFFS","CDI","RI-B","",""
"NTLSCONA","CONSUMER LEASE NET CHG-OFF ANN","CDI","RI-B","",""
"NTLSCONQ","CONSUMER LEASE NET CHG-OFF-QTR","CDI","RI-B","",""
"NTLSNUSQ","NON-U.S. LEASE NET CHG-OFF-QTR","CDI","RI-B","",""
"NTLSOTH","ALL OTHER LEASES NET CHG-OFFS","CDI","RI-B","",""
"NTLSOTHA","ALL OTHER LEASE NET CHG-OFF ANN","CDI","RI-B","",""
"NTLSOTHQ","ALL OTHER LEASES NET CHG-OFF-QTR","CDI","RI-B","",""
"NTLSQ","LEASE NET CHARGE-OFFS-QTR","CDI","RI-B","",""
"NTLSQA","LEASE NET-CHARGE-OFFS-QTR-ANN","CDI","RI-B","",""
"NTOFFBQA","OFF-BAL SHEET NET C/O-QTR-ANN","CDI","RI-B","",""
"NTOFFBS","TOTAL OFF-BAL SHEET NET CHG-OFFS","CDI","RI-B","",""
"NTOFFBSA","TOTAL OFF-BAL NET CHG-OFFS-ANN","CDI","RI-B","",""
"NTOFFBSQ","OFF-BAL SHEET NET CHG-OFF-QTR","CDI","RI-B","",""
"NTOTHA","ALL OTHER LOAN NET-CHG-ANN","CDI","RI-B","",""
"NTOTHQ","ALL OTHER LN NET-CHG-QTR","CDI","RI-B","",""
"NTOTHQA","ALL OTHER LN NET-CHG-QTR-ANN","CDI","RI-B","",""
"NTOTHTM2","TIME DEP-OTHER-CAVG2","CDI","RC-E","",""
"NTOTHTM5","TIME DEP-OTHER-CAVG5","CDI","RC-E","",""
"NTR2","NONTRANSACTION-TOTAL-CAVG2","CDI","RC-E","",""
"NTR5","NONTRANSACTION-TOTAL-CAVG5","CDI","RC-E","",""
"NTRCDLG2","TIME CDS OVER $100M-CAVG2","CDI","RC-E","",""
"NTRCDLG5","TIME CDS OVER $100M-CAVG5","CDI","RC-E","",""
"NTRCDSMJ","TIME DEP LT OR EQ TO INS LIMIT","CDI","RC-E","",""
"NTREA","RE LOANS NET-CHG-ANN","CDI","RI-B","",""
"NTREAGA","FARMLAND RE LN NET-CHG-ANN","CDI","RI-B","",""
"NTREAGQ","FARMLAND RE LN NET-CHG-QTR","CDI","RI-B","",""
"NTREAGQA","FARM RE LN NET CHRG-OFF-QTR-ANN","CDI","RI-B","",""
"NTREAOQA","OTHER RE LOANS NET-CHG-QTR-ANN","CDI","RI-B","",""
"NTREAOT","OTHER RE LOANS NET-CHG","CDI","RI-B","",""
"NTREAOTQ","OTHER RE LOANS NET-CHG-QTR","CDI","RI-B","",""
"NTRECFQA","1-4 FM CONST LN NET CHG-QTR-ANN","CDI","RI-B","",""
"NTRECNFA","1-4 FAM CONST LN NET CHG-OFF-ANN","CDI","RI-B","",""
"NTRECNFM","1-4 FAM CONST LN NET-OFF","CDI","RI-B","",""
"NTRECNFQ","1-4 FAM CONST LN NET CHG-OFF-QTR","CDI","RI-B","",""
"NTRECNOA","OTHER CONSTRUCT NET CHG-OFF-ANN","CDI","RI-B","",""
"NTRECNOQ","OTHER CONSTRUCT NET CHG-OFF-QTR","CDI","RI-B","",""
"NTRECNOT","OTHER CONSTRUCT NET CHG-OFF","CDI","RI-B","",""
"NTRECONQ","CONSTRUCTION RE LN NET-CHG-QTR","CDI","RI-B","",""
"NTRECOQA","CONSTRUCT RE LN NET-CHG-QTR-ANN","CDI","RI-B","",""
"NTRECOSA","CONSTRUCTION RE LN NET-CHG-ANN","CDI","RI-B","",""
"NTRECTQA","OTHER CONST LN NET CHG-QTR-ANN","CDI","RI-B","",""
"NTREFOR","REAL ESTATE LN NET CHG-OFF-FOR","CDI","RI-B","",""
"NTREFORA","REAL EST LN NET CHG-OFF-ANN","CDI","RI-B","",""
"NTREFORQ","REAL EST LN NET CHG-OFF-QTR","CDI","RI-B","",""
"NTREFQA","RE LOAN NET CHG-OFF-FOR-QTR-ANN","CDI","RI-B","",""
"NTRELCQA","LINE OF CR RE NET-CHG-QTR-ANN","CDI","RI-B","",""
"NTRELOCA","LINE OF CREDIT RE LN NET-CHG-ANN","CDI","RI-B","",""
"NTRELOCQ","LINE OF CREDIT RE LN NET-CHG-QTR","CDI","RI-B","",""
"NTREMULA","MULTIFAMILY RES RE LN NET-CHG-AN","CDI","RI-B","",""
"NTREMULQ","MULTIFAMILY RE LN NET-CHG-QTR","CDI","RI-B","",""
"NTREMUQA","MULTIFAM RE LN NET-CHG-QTR-ANN","CDI","RI-B","",""
"NTRENOTA","OTH NONFRM NONRS NET CHGOFF-ANN","CDI","RI-B","",""
"NTRENOTQ","OTH NONFRM NONRS NET CHGOFF-QTR","CDI","RI-B","",""
"NTRENOWA","OWN OCC NONFRM NONRS NET CHG-ANN","CDI","RI-B","",""
"NTRENOWQ","OWN OCC NONFRM NONRS NET CHG-QTR","CDI","RI-B","",""
"NTRENROT","OTHER NONFARM NONRS NET CHG-OFF","CDI","RI-B","",""
"NTRENROW","OWN OCC NONFRM NONRS NET CHG-OFF","CDI","RI-B","",""
"NTRENRQA","NONFARM NONRES NET-CHRG-QTR-ANN","CDI","RI-B","",""
"NTRENRSA","NONFARM NONRES RE LN NET-CHG-ANN","CDI","RI-B","",""
"NTRENRSQ","NONFARM NONRES RE LN NET-CHG-QTR","CDI","RI-B","",""
"NTRENTQA","OTH NONFRM NONR NT CHG-QTR-ANN","CDI","RI-B","",""
"NTRENUSQ","NON-U.S. RE LN NET CHG-OFFS-QTR","CDI","RI-B","",""
"NTRENWQA","OWN-OCC NONFRM NONR NT CH-QTR-ANN","CDI","RI-B","",""
"NTREOQA","RE LOANS OTHER NET-CHG-QTR-ANN","CDI","RI-B","",""
"NTREOTHA","1-4 FAM RE OTHER LN NET-CHG-ANN","CDI","RI-B","",""
"NTREOTHQ","RESIDENTIAL RE LN NET-CHG-QTR","CDI","RI-B","",""
"NTREOTQ","RE LOANS-OTHER NET-CHG-QTR","CDI","RI-B","",""
"NTREOTQA","RESIDENTIAL RE NET-CHRG-QTR-ANN","CDI","RI-B","",""
"NTREQ","RE LOANS NET-CHG-QTR","CDI","RI-B","",""
"NTREQA","RE LOANS NET-CHG-QTR-ANN","CDI","RI-B","",""
"NTRER2QA","RE 1-4 FM JR LIEN NT CHG-QTR-ANN","CDI","RI-B","",""
"NTREREQA","RE LOAN 1-4 FAM NET-CHG-QTR-ANN","CDI","RI-B","",""
"NTRERESA","RE LOANS 1-4 FAMILY NET-CHG-ANN","CDI","RI-B","",""
"NTRERESQ","RE LOANS 1-4 FAMILY NET-CHG-QTR","CDI","RI-B","",""
"NTRERFQA","RE 1-4FM IST LIEN-NT CHG-QTR-ANN","CDI","RI-B","",""
"NTRERS2A","RE LN 1-4FAM JR LIEN NT CHG-ANN","CDI","RI-B","",""
"NTRERS2Q","RE LN 1-4FAM JR LIEN NET CHG-QTR","CDI","RI-B","",""
"NTRERSFA","RE LN 1-4FM 1ST LIEN NT CHG-ANN","CDI","RI-B","",""
"NTRERSFQ","RE LN 1-4FM IST LIEN NT CHG-QTR","CDI","RI-B","",""
"NTRSMMD2","MMDA-CAVG2","CDI","RC-E","",""
"NTRSMMD5","MMDA-CAVG5","CDI","RC-E","",""
"NTRSOTH2","SAVINGS DEP-OTHER-CAVG2","CDI","RC-E","",""
"NTRSOTH5","SAVINGS DEP-OTHER-CAVG5","CDI","RC-E","",""
"NTRTMLG2","TIME DEPOSITS OVER $100M-CAVG2","CDI","RC-E","",""
"NTRTMLG5","TIME DEPOSITS OVER $100M-CAVG5","CDI","RC-E","",""
"NTSCAFSQ","TOT DBT SEC-AFS-NET CHG-OFF-QTR","CDI","RI-B","",""
"NTSCHTMQ","TOT DBT SEC-HTM-NET CHG-OFF-QTR","CDI","RI-B","",""
"NTTOTA","TOT LOAN & LSE LOSS NET C/O-ANN","CDI","RI-B","",""
"NTTOTQ","LOAN & LSE LOSS NET CHG-OFF-QTR","CDI","RI-B","",""
"NTTOTQA","LOAN & LSE LOSS NET C/O-QTR-ANN","CDI","RI-B","",""
"OA2","OTHER ASSETS-CAVG2","CDI","RC-BAL","",""
"OA5","OTHER ASSETS-CAVG5","CDI","RC-BAL","",""
"OAKGRW","AADA DEPOSIT GROWTH RATE-QTR","CDI","RC-O","",""
"OAKPRM","AADA DEPOSIT GROWTH RATE-QTR","CDI","RC-O","",""
"OASSET","ALL OTHER ASSETS-QBP","CDI","RC-BAL","",""
"OASSET2","ALL OTHER ASSETS-QBP-CAVG2","CDI","RC-BAL","",""
"OASSET5","ALL OTHER ASSETS-QBP-CAVG5","CDI","RC-BAL","",""
"OBOR","OTHER BORROWED FUNDS","CDI","RC-BAL","",""
"OBOR2","OTHER BORROWED FUNDS-CAVG2","CDI","RC-BAL","",""
"OBOR5","OTHER BORROWED FUNDS-CAVG5","CDI","RC-BAL","",""
"OBSDIIQ","DERIVATIVES INCOME-INCREASE-QTR","CDI","RI-INC","",""
"OBSDIR","OFF-BALANCE SHEET DERIVATIVES","CDI","RC-L","",""
"OBSDIXQ","DERIVATIVES INT. EXPENSE INC QTR","CDI","RI-INC","",""
"OBSDNIIQ","DERIVATIVES NON-INT.-INCR-QTR","CDI","RI-INC","",""
"OFFBSRES","ALLOWANCE FOR OFF-BS CR LOSSES","CDI","RC-BAL","",""
"OL2","OTHER LIABILITIES-CAVG2","CDI","RC-BAL","",""
"OL5","OTHER LIABILITIES-CAVG5","CDI","RC-BAL","",""
"OLIAB","ALL OTHER LIABILITIES-QBP","CDI","RC-BAL","",""
"OLIAB2","ALL OTHER LIABILITIES-QBP-CAVG2","CDI","RC-BAL","",""
"OLIAB5","ALL OTHER LIABILITIES-QBP-CAVG5","CDI","RC-BAL","",""
"OLINTLNW","INTEREST ACCRUED AND UNPAID","CDI","RC-O","",""
"ORE2","OTHER REAL ESTATE OWNED-CAVG2","CDI","RC-BAL","",""
"ORE5","OTHER REAL ESTATE OWNED-CAVG5","CDI","RC-BAL","",""
"OTBM1LES","OTH BOR MONEY MAT/REP-1 YR LESS","CDI","RC-BAL","",""
"OTBM1T3","OTH BOR MONEY MAT/REP-1 TO 3 YR","CDI","RC-BAL","",""
"OTBM3T5","OTH BOR MONEY MAT/REP-3 TO 5 YR","CDI","RC-BAL","",""
"OTBMOV5","OTH BOR MONEY MAT/REP-OVER 5 YR","CDI","RC-BAL","",""
"OTHBOR2","OTHER BORROWED MONEY-CAVG2","CDI","RC-BAL","",""
"OTHBOR5","OTHER BORROWED MONEY-CAVG5","CDI","RC-BAL","",""
"OWNLNTOT","LN. SECURE HELD IN LN - TOT","CDI","RC-S","",""
"OWNSCTOT","SEC. SECURE HELD IN RC-B - TOT","CDI","RC-S","",""
"P3LCON","30-89 D P/D CONSUMER -LOSS SH","CDI","RC-N","",""
"P3LRECON","30-89 P/D CONSTRUCTION -LOSS SH","CDI","RC-N","",""
"P3LRENRS","30-89 P/D NONFRM NONRS -LOSS SH","CDI","RC-N","",""
"P3LRERES","30-89 D P/D 1-4 FAMILY -LOSS SH","CDI","RC-N","",""
"P3LTOT","30-89 D P/D TOTAL LOANS-LOSS SH","CDI","RC-N","",""
